unit,isced97,hlth_pb,age,sex,time\geo	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	CH 	UK 	TR 
THS,ED0-2,TOTAL,Y15-24,F,2011	264.304 	180.618 	277.061 	192.388 	1524.989 	38.629 	119.75 	219.133 	963.62 	1397.173 	94.003 	1415.915 	22.94 	67.721 	103.177 	16.802 	290.572 	8.861 	464.873 	228.949 	1043.636 	306.931 	665.506 	45.758 	165.557 	159.976 	281.622 	13.149 	230.958 	822.722 	4156.496 
THS,ED0-2,TOTAL,Y15-24,M,2011	338.008 	188.456 	286.869 	231.534 	1585.553 	45.021 	133.483 	245.151 	1198.516 	1595.182 	92.009 	1630.918 	25.511 	77.938 	116.468 	18.237 	311.304 	11.892 	530.058 	244.823 	1216.34 	376.313 	732.148 	55.141 	174.909 	167.181 	299.19 	13.661 	228.817 	970.284 	3837.269 
THS,ED0-2,TOTAL,Y15-24,T,2011	602.311 	369.074 	563.93 	423.922 	3110.542 	83.65 	253.233 	464.284 	2162.136 	2992.355 	186.012 	3046.833 	48.451 	145.659 	219.644 	35.04 	601.876 	20.753 	994.931 	473.773 	2259.976 	683.244 	1397.654 	100.898 	340.465 	327.157 	580.813 	26.811 	459.775 	1793.006 	7993.765 
THS,ED0-2,TOTAL,Y25-34,F,2011	102.247 	91.563 	53.318 	52.512 	526.701 	9.824 	44.241 	124.52 	895.203 	545.858 	19.116 u	865.066 	9.212 	14.899 	15.824 	5.608 	86.841 	13.506 	160.666 	65.683 	133.16 	292.709 	399.218 	3.979 u	24.581 	22.542 	52.302 	4.445 	49.991 	700.081 	4002.418 
THS,ED0-2,TOTAL,Y25-34,M,2011	124.407 	81.572 	48.055 	72.897 	542.092 	19.355 	61.069 	207.426 	1291.296 	624.486 	17.839 u	1092.446 	12.785 	34.893 	24.684 	6.225 	92.904 	14.418 	197.381 	56.66 	211.863 	405.755 	366.261 	12.821 	26.886 	33.76 	69.714 	7.083 	51.85 	819.283 	3280.641 
THS,ED0-2,TOTAL,Y25-34,T,2011	226.654 	173.134 	101.373 	125.409 	1068.792 	29.178 	105.31 	331.946 	2186.499 	1170.344 	36.955 u	1957.511 	21.997 	49.792 	40.508 	11.832 	179.744 	27.924 	358.047 	122.343 	345.023 	698.464 	765.479 	16.8 	51.467 	56.301 	122.016 	11.528 	101.842 	1519.365 	7283.059 
THS,ED0-2,TOTAL,Y35-44,F,2011	129.033 	79.607 	45.046 	59.103 	697.04 	6.807 	54.967 	189.394 	1245.268 	882.472 	53.371 	1663.992 	11.101 	12.209 	12.052 	9.272 	129.598 	14.375 	252.417 	106.867 	175.3 	460.76 	308.691 	16.011 	26.86 	22.785 	55.691 	4.077 	86.657 	959.932 	4074.473 
THS,ED0-2,TOTAL,Y35-44,M,2011	167.48 	92.586 	30.122 	77.613 	564.172 	12.24 	74.832 	259.336 	1521.85 	872.842 	38.024 	1930.396 	9.642 	19.341 	14.455 	8.734 	115.207 	13.188 	279.505 	66.446 	214.857 	549.413 	287.515 	19.193 	18.131 	42.873 	66.43 	5.892 	68.368 	932.315 	3444.666 
THS,ED0-2,TOTAL,Y35-44,T,2011	296.513 	172.193 	75.169 	136.716 	1261.212 	19.047 	129.799 	448.73 	2767.119 	1755.314 	91.395 	3594.388 	20.742 	31.551 	26.507 	18.005 	244.805 	27.563 	531.922 	173.313 	390.157 	1010.174 	596.206 	35.204 	44.991 	65.658 	122.121 	9.969 	155.025 	1892.247 	7519.139 
THS,ED0-2,TOTAL,Y45-54,F,2011	229.31 	81.935 	75.972 	91.722 	938.658 	4.768 u	77.321 	268.442 	1595.72 	1392.629 	101.654 	1914.224 	15.377 	7.033 	5.256 u	10.308 	150.145 	21.324 	368.813 	155.539 	279.498 	567.732 	348.769 	29.246 	39.477 	35.564 	95.15 	7.488 	122.893 	1248.561 	3535.064 
THS,ED0-2,TOTAL,Y45-54,M,2011	255.411 	89.36 	30.929 	92.401 	564.246 	6.433 	96.005 	271.104 	1565.778 	1320.328 	61.604 	1992.186 	13.629 	11.88 	10.378 	8.581 	98.513 	18.184 	337.148 	74.138 	247.921 	574.164 	217.363 	22.876 	24.534 	61.246 	111.205 	6.579 	74.045 	1061.154 	2976.211 
THS,ED0-2,TOTAL,Y45-54,T,2011	484.722 	171.295 	106.901 	184.122 	1502.903 	11.201 	173.326 	539.546 	3161.499 	2712.957 	163.258 	3906.41 	29.006 	18.913 	15.634 	18.889 	248.658 	39.508 	705.961 	229.677 	527.419 	1141.897 	566.133 	52.122 	64.011 	96.81 	206.354 	14.067 	196.937 	2309.715 	6511.274 
THS,ED0-2,TOTAL,Y55-64,F,2011	299.384 	145.554 	152.299 	124.543 	981.241 	10.732 	97.439 	349.814 	1767.349 	2058.486 	145.78 	2226.616 	24.643 	18.13 	21.787 	9.645 	227.994 	25.422 	493.672 	184.704 	606.96 	555.71 	676.801 	49.226 	80.533 	104.861 	158.563 	8.483 	105.889 	1466.702 	2571.818 
THS,ED0-2,TOTAL,Y55-64,M,2011	271.822 	140.759 	48.356 	89.636 	467.986 	10.368 	111.923 	306.566 	1439.674 	1443.287 	65.014 	1903.342 	19.954 	19.963 	14.195 	6.427 	107.098 	22.16 	331.527 	90.219 	452.604 	490.14 	339.973 	28.081 	35.623 	109.098 	152.438 	4.695 	60.321 	928.365 	2143.293 
THS,ED0-2,TOTAL,Y55-64,T,2011	571.206 	286.313 	200.655 	214.179 	1449.227 	21.1 	209.362 	656.38 	3207.023 	3501.773 	210.794 	4129.958 	44.597 	38.093 	35.981 	16.072 	335.092 	47.582 	825.199 	274.924 	1059.564 	1045.85 	1016.774 	77.307 	116.156 	213.959 	311.001 	13.178 	166.21 	2395.067 	4715.111 
THS,ED3_4,PB1040,TOTAL,F,2011	166.947 	141.956 	213.891 	110.888 	1887.771 	50.532 	25.159 	81.605 	224.053 	1853.437 	89.095 	548.165 	9.2 	96.697 	103.999 	16.953 	243.567 	: u	325.467 	377.469 	1252.842 	67.25 	454.866 	70.045 	143.615 	182.14 	260.986 	6.355 	274.491 	1271.229 	320.742 
THS,ED3_4,PB1040,TOTAL,M,2011	159.977 	114.729 	230.493 	107.006 	2138.396 	42.999 	20.902 	55.184 	157.226 	1639.023 	124.745 	445.039 	9.301 	62.908 	79.577 	13.992 	258.216 	1.649 u	233.75 	423.817 	1219.034 	42.357 	420.046 	81.165 	137.696 	173.302 	214.231 	5.741 	204.547 	1287.449 	473.621 
THS,ED3_4,PB1040,TOTAL,T,2011	326.923 	256.685 	444.385 	217.894 	4026.167 	93.53 	46.062 	136.789 	381.278 	3492.461 	213.84 	993.204 	18.501 	159.605 	183.576 	30.945 	501.782 	3.245 	559.217 	801.286 	2471.876 	109.607 	874.912 	151.21 	281.311 	355.442 	475.217 	12.096 	479.038 	2558.678 	794.363 
THS,ED3_4,PB1040,Y15-24,F,2011	9.463 u	: u	4.794 u	10.854 	80.276 	3.568 u	2.391 	: u	8.073 	132.911 	: u	17.358 	: u	: u	: u	0.938 u	: u	: u	21.909 u	24.46 	18.619 u	10.826 	: u	1.263 u	3.071 u	9.586 	32.593 	: u	27.764 	122.391 	41.674 
THS,ED3_4,PB1040,Y15-24,M,2011	11.021 	: u	3.96 u	5.093 u	115.976 	2.59 u	2.284 	: u	8.088 	68.308 u	: u	16.131 	1.095 u	: u	: u	0.525 u	2.972 u	: u	13.197 u	22.726 	31.561 	: u	8.473 u	1.898 u	: u	10.855 	19.885 	: u	25.52 	111.066 	43.051 
THS,ED3_4,PB1040,Y15-24,T,2011	20.484 	: u	8.754 	15.947 	196.252 	6.158 	4.675 	4.51 u	16.161 	201.219 	: u	33.489 	1.574 	4.38 u	: u	1.463 	5.136 	: u	35.106 u	47.186 	50.18 	18.233 	14.959 	3.16 u	5.169 	20.442 	52.478 	1.433 	53.284 	233.457 	84.724 
THS,ED3_4,PB1040,Y25-34,F,2011	22.753 	6.785 u	8.768 	11.453 	203.71 	4.696 u	3.039 	5.665 u	33.935 	224.288 	4.467 u	62.263 	0.513 u	4.903 u	4.788 u	2.057 	10.031 	: u	40.752 	39.667 	70.695 	12.857 	13.989 	5.489 u	10.488 	20.727 	33.098 	: u	30.63 	139.407 	74.494 
THS,ED3_4,PB1040,Y25-34,M,2011	20.153 	7.073 u	15.031 	14.982 	232.23 	3.365 u	3.13 	5.351 u	17.357 	194.179 	4.317 u	54.746 	1.128 u	: u	: u	1.681 	8.629 	: u	28.068 u	51.997 	81.223 	: u	18.207 	7.126 u	9.328 	23.049 	27.241 	1.142 	29.124 	150.171 	120.987 
THS,ED3_4,PB1040,Y25-34,T,2011	42.906 	13.857 u	23.799 	26.435 	435.94 	8.061 	6.169 	11.016 	51.292 	418.467 	8.784 u	117.009 	1.641 	7.381 	8.71 	3.737 	18.66 	: u	68.82 	91.664 	151.918 	18.135 	32.195 	12.615 	19.817 	43.776 	60.34 	2.05 	59.754 	289.578 	195.481 
THS,ED3_4,PB1040,Y35-44,F,2011	37.398 	13.6 u	33.642 	25.024 	329.29 	6.813 	5.717 	14.295 	47.095 	345.197 	10.073 u	123.412 	1.699 	12.922 	16.061 	4.334 	25.029 	: u	77.294 	71.128 	142.283 	14.854 	64.607 	13.965 	23.669 	28.351 	49.911 	1.073 	45.344 	233.043 	69.395 
THS,ED3_4,PB1040,Y35-44,M,2011	33.66 	16.353 	31.741 	20.599 	355.073 	5.395 u	2.989 	12.762 	40.039 	298.514 	12.29 u	109.381 	1.598 	8.753 	15.148 	2.733 	26.486 	: u	39.772 u	79.659 	144.048 	9.931 	46.169 	12.732 	22.91 	28.226 	44.309 	1.029 	31.755 	187.647 	124.361 
THS,ED3_4,PB1040,Y35-44,T,2011	71.058 	29.954 	65.384 	45.624 	684.364 	12.208 	8.706 	27.056 	87.134 	643.711 	22.363 u	232.793 	3.297 	21.675 	31.21 	7.067 	51.515 	: u	117.066 	150.787 	286.331 	24.786 	110.776 	26.696 	46.579 	56.578 	94.22 	2.102 	77.099 	420.69 	193.756 
THS,ED3_4,PB1040,Y45-54,F,2011	50.669 	40.17 	60.415 	32.735 	567.759 	14.256 	7.083 	27.211 	81.354 	591.438 	31.116 u	197.385 	3.272 	31.7 	35.788 	5.34 	67.562 	: u	93.556 	133.303 	382.698 	19.079 	148.679 	22.52 	41.239 	52.726 	73.143 	1.559 	74.811 	365.136 	88.571 
THS,ED3_4,PB1040,Y45-54,M,2011	43.741 	30.916 	61.381 	26.073 	616.234 	15.782 	5.977 	15.615 	52.055 	493.724 	39.755 	118.217 	2.485 	26.067 	25.814 	5.187 	76.246 	: u	65.917 	132.744 	361.116 	10.752 	112.102 	26.695 	43.779 	48.018 	60.837 	1.095 	56.745 	345.25 	119.509 
THS,ED3_4,PB1040,Y45-54,T,2011	94.411 	71.086 	121.796 	58.808 	1183.993 	30.039 	13.06 	42.826 	133.409 	1085.162 	70.871 	315.602 	5.756 	57.768 	61.601 	10.527 	143.808 	: u	159.473 	266.048 	743.813 	29.831 	260.781 	49.215 	85.018 	100.743 	133.98 	2.654 	131.556 	710.386 	208.08 
THS,ED3_4,PB1040,Y55-64,F,2011	46.664 	79.98 	106.272 	30.821 	706.734 	21.198 	6.93 	31.962 	53.594 	559.604 	43.042 	147.746 	3.238 	43.972 	45.06 	4.283 	138.781 	: u	91.955 	108.91 	638.547 	9.634 	221.105 	26.809 	65.148 	70.749 	72.241 	1.871 	95.942 	411.253 	46.61 
THS,ED3_4,PB1040,Y55-64,M,2011	51.401 	57.516 	118.38 	40.258 	818.884 	15.866 	6.522 	19.419 	39.688 	584.298 	66.084 	146.565 	2.994 	24.429 	32.552 	3.866 	143.882 	: u	86.796 	136.69 	601.086 	8.988 	235.094 	32.714 	59.581 	63.154 	61.959 	1.986 	61.403 	493.314 	65.713 
THS,ED3_4,PB1040,Y55-64,T,2011	98.064 	137.496 	224.652 	71.079 	1525.618 	37.064 	13.452 	51.381 	93.282 	1143.902 	109.126 	294.311 	6.232 	68.401 	77.613 	8.15 	282.663 	: u	178.751 	245.601 	1239.633 	18.622 	456.2 	59.523 	124.729 	133.904 	134.2 	3.858 	157.346 	904.567 	112.322 
THS,ED3_4,PB1041,TOTAL,F,2011	1099.103 	1095.248 	2181.747 	567.697 	10585.348 	166.16 	524.874 	1278.997 	3290.895 	6145.751 	638.126 	7024.663 	96.285 	290.4 	451.021 	49.371 	1578.725 	36.272 	1877.353 	1294.003 	6417.955 	678.074 	3581.676 	292.533 	1102.387 	525.226 	1025.037 	21.712 	1117.51 	6594.89 	3374.346 
THS,ED3_4,PB1041,TOTAL,M,2011	1206.415 	1356.642 	2417.784 	678.209 	10208.897 	198.349 	529.801 	1220.361 	3242.171 	6859.313 	741.432 	7100.534 	100.487 	320.314 	508.63 	52.478 	1791.944 	43.059 	1970.098 	1364.059 	7230.293 	652.097 	3994.599 	385.056 	1243.824 	636.614 	1394.822 	34.464 	1057.917 	7120.915 	4772.279 
THS,ED3_4,PB1041,TOTAL,T,2011	2305.518 	2451.89 	4599.531 	1245.905 	20794.246 	364.509 	1054.675 	2499.358 	6533.066 	13005.063 	1379.557 	14125.197 	196.772 	610.714 	959.651 	101.85 	3370.669 	79.331 	3847.45 	2658.063 	13648.248 	1330.171 	7576.274 	677.589 	2346.211 	1161.84 	2419.86 	56.176 	2175.427 	13715.805 	8146.625 
THS,ED3_4,PB1041,Y15-24,F,2011	263.184 	206.413 	283.414 	114.543 	1499.992 	36.029 	116.25 	230.34 	686.129 	1547.822 	127.669 	1175.321 	19.897 	48.433 	87.04 	9.067 	263.541 	15.57 	384.273 	226.6 	1078.077 	186.587 	633.812 	57.266 	165.76 	128.655 	244.03 	5.217 	162.597 	1907.681 	1304.993 
THS,ED3_4,PB1041,Y15-24,M,2011	229.946 	231.064 	318.76 	99.547 	1482.933 	38.436 	120.699 	229.052 	638.281 	1356.478 	155.852 	1116.291 	19.059 	55.857 	90.541 	9.904 	266.599 	15.651 	392.257 	221.618 	1141.537 	180.447 	630.145 	61.719 	191.054 	122.668 	284.979 	5.992 	203.653 	1881.171 	1446.643 
THS,ED3_4,PB1041,Y15-24,T,2011	493.13 	437.477 	602.175 	214.091 	2982.925 	74.465 	236.949 	459.392 	1324.409 	2904.3 	283.521 	2291.612 	38.956 	104.291 	177.581 	18.97 	530.14 	31.221 	776.53 	448.218 	2219.614 	367.034 	1263.957 	118.986 	356.813 	251.323 	529.009 	11.209 	366.25 	3788.852 	2751.637 
THS,ED3_4,PB1041,Y25-34,F,2011	212.196 	206.79 	477.931 	100.482 	2144.701 	35.637 	119.763 	298.534 	810.934 	1231.069 	112.004 	1646.497 	21.753 	58.237 	63.922 	10.437 	370.21 	7.966 	350.298 	313.97 	1306.778 	217.349 	815.941 	72.56 	270.91 	124.258 	184.271 	4.774 	234.678 	1339.755 	1109.588 
THS,ED3_4,PB1041,Y25-34,M,2011	295.297 	319.043 	584.926 	129.184 	2298.279 	46.394 	142.401 	315.186 	845.689 	1441.189 	162.227 	1747.415 	26.379 	65.937 	89.393 	11.993 	473.824 	9.176 	395.372 	328.579 	1739.597 	209.321 	906.633 	103.58 	329.214 	170.822 	271.986 	6.992 	234.599 	1471.523 	1622.832 
THS,ED3_4,PB1041,Y25-34,T,2011	507.493 	525.833 	1062.857 	229.666 	4442.98 	82.031 	262.164 	613.721 	1656.622 	2672.258 	274.231 	3393.913 	48.131 	124.174 	153.315 	22.429 	844.035 	17.142 	745.67 	642.549 	3046.376 	426.67 	1722.574 	176.14 	600.124 	295.08 	456.257 	11.766 	469.277 	2811.278 	2732.42 
THS,ED3_4,PB1041,Y35-44,F,2011	223.415 	250.97 	565.462 	135.732 	2421.608 	37.069 	118.905 	343.484 	799.493 	1270.845 	129.188 	1883.814 	22.967 	70.308 	102.428 	11.452 	397.485 	6.32 	444.801 	330.633 	1429.329 	156.115 	1054.059 	59.615 	258.926 	91.073 	229.497 	4.792 	273.956 	1328.227 	556.851 
THS,ED3_4,PB1041,Y35-44,M,2011	286.695 	326.567 	621.803 	158.325 	2246.275 	49.459 	117.19 	318.056 	846.154 	1617.769 	131.664 	1802.203 	22.225 	80.257 	122.548 	11.779 	452.773 	7.979 	438.91 	338.863 	1630.561 	132.757 	1147.552 	84.636 	294.473 	129.571 	313.322 	7.299 	211.889 	1360.786 	872.512 
THS,ED3_4,PB1041,Y35-44,T,2011	510.11 	577.537 	1187.265 	294.058 	4667.884 	86.529 	236.094 	661.541 	1645.647 	2888.613 	260.852 	3686.017 	45.192 	150.565 	224.976 	23.231 	850.258 	14.299 	883.711 	669.496 	3059.89 	288.872 	2201.611 	144.25 	553.399 	220.644 	542.819 	12.091 	485.845 	2689.013 	1429.363 
THS,ED3_4,PB1041,Y45-54,F,2011	235.162 	236.052 	430.031 	122.256 	2601.462 	33.454 	105.721 	263.984 	684.277 	1254.44 	155.651 	1549.341 	21.34 	65.266 	120.406 	11.289 	305.342 	4.038 	442.451 	273.768 	1471.995 	84.126 	684.233 	61.864 	234.125 	97.8 	218.405 	4.121 	264.895 	1256.906 	301.917 
THS,ED3_4,PB1041,Y45-54,M,2011	242.316 	285.131 	472.314 	159.817 	2582.209 	41.026 	93.468 	230.192 	607.364 	1455.347 	164.304 	1510.788 	21.419 	75.807 	133.561 	11.245 	340.075 	6.45 	427.37 	313.843 	1614.014 	86.506 	794.442 	79.765 	251.213 	127.784 	293.671 	7.762 	231.347 	1352.065 	618.672 
THS,ED3_4,PB1041,Y45-54,T,2011	477.478 	521.183 	902.346 	282.072 	5183.671 	74.479 	199.189 	494.176 	1291.641 	2709.786 	319.956 	3060.129 	42.759 	141.072 	253.967 	22.533 	645.417 	10.488 	869.821 	587.612 	3086.008 	170.632 	1478.675 	141.629 	485.339 	225.584 	512.076 	11.883 	496.243 	2608.971 	920.59 
THS,ED3_4,PB1041,Y55-64,F,2011	165.147 	195.023 	424.907 	94.683 	1917.585 	23.97 	64.236 	142.655 	310.062 	841.576 	113.613 	769.689 	10.328 	48.156 	77.225 	7.127 	242.146 	2.378 u	255.53 	149.032 	1131.775 	33.896 	393.631 	41.228 	172.666 	83.44 	148.834 	2.809 	181.384 	762.32 	100.996 
THS,ED3_4,PB1041,Y55-64,M,2011	152.161 	194.837 	419.981 	131.335 	1599.201 	23.034 	56.043 	127.874 	304.684 	988.53 	127.384 	923.838 	11.406 	42.456 	72.587 	7.558 	258.673 	3.803 	316.189 	161.156 	1104.585 	43.067 	515.827 	55.356 	177.87 	85.769 	230.865 	6.419 	176.429 	1055.371 	211.62 
THS,ED3_4,PB1041,Y55-64,T,2011	317.308 	389.86 	844.889 	226.019 	3516.786 	47.004 	120.279 	270.528 	614.746 	1830.106 	240.998 	1693.526 	21.734 	90.612 	149.812 	14.685 	500.819 	6.181 	571.718 	310.187 	2236.36 	76.964 	909.458 	96.584 	350.536 	169.208 	379.699 	9.228 	357.813 	1817.691 	312.616 
THS,ED3_4,PB1070,TOTAL,F,2011	166.594 	109.346 	244.655 	121.877 	1350.867 	38.566 	35.299 	69.108 	283.725 	1009.016 	62.778 	428.713 	10.522 	67.482 	94.055 	11.712 	203.964 	2.378 u	330.081 	241.868 	960.656 	76.196 	496.294 	84.714 	165.143 	155.208 	220.119 	7.91 	255.71 	907.939 	306.576 
THS,ED3_4,PB1070,TOTAL,M,2011	132.939 	90.758 	252.117 	115.067 	1456.43 	32.453 	31.188 	57.929 	185.31 	900.501 	92.681 	327.342 	10.875 	39.004 	79.608 	8.625 	220.556 	2.077 u	210.224 	278.182 	1026.279 	42.285 	431.064 	97.954 	154.997 	143.318 	184.416 	6.879 	195.539 	957.457 	403.688 
THS,ED3_4,PB1070,TOTAL,T,2011	299.533 	200.104 	496.772 	236.943 	2807.296 	71.019 	66.487 	127.037 	469.035 	1909.517 	155.46 	756.054 	21.397 	106.486 	173.662 	20.337 	424.521 	4.455 	540.305 	520.05 	1986.935 	118.481 	927.359 	182.668 	320.141 	298.526 	404.536 	14.789 	451.248 	1865.396 	710.264 
THS,ED3_4,PB1070,Y15-24,F,2011	6.909 u	: u	5.129 u	9.328 	: u	: u	2.02 	: u	11.948 	92.208 u	: u	15.177 	: u	: u	: u	0.732 u	2.748 u	: u	21.245 u	10.82 u	19.091 u	11.196 	: u	3.82 u	3.002 u	13.875 	28.476 	1.24 	22.378 	93.484 	40.629 
THS,ED3_4,PB1070,Y15-24,M,2011	5.498 u	: u	5.702 u	5.26 u	: u	: u	2.495 	2.797 u	12.497 	: u	: u	15.303 	1.261 u	: u	: u	: u	3.389 u	: u	11.07 u	9.328 u	30.269 	: u	: u	3.022 u	3.587 u	9.516 	18.011 	: u	23.709 	96.213 	38.586 
THS,ED3_4,PB1070,Y15-24,T,2011	12.407 	: u	10.831 	14.588 	71.746 	2.992 u	4.515 	4.017 u	24.445 	133.056 	: u	30.48 	1.739 	: u	: u	1.21 	6.137 	: u	32.314 u	20.147 	49.36 	16.475 	9.728 u	6.841 u	6.59 	23.39 	46.487 	1.851 	46.087 	189.698 	79.215 
THS,ED3_4,PB1070,Y25-34,F,2011	24.681 	: u	14.963 	14.887 	107.772 	: u	5.626 	5.219 u	33.054 	169.996 	4.295 u	51.416 	0.685 u	4.494 u	: u	1.464 	10.549 	: u	46.199 	19.868 	56.725 	19.363 	11.254 u	9.926 u	12.998 	19.572 	33.019 	1.325 	34.656 	114.845 	79.884 
THS,ED3_4,PB1070,Y25-34,M,2011	17.599 	7.224 u	22.185 	14.95 	101.8 	: u	4.765 	5.833 u	27.591 	133.841 	: u	39.702 	1.221 u	: u	: u	1.061 u	8.026 	: u	24.728 u	23.386 	71.302 	7.753 	14.827 	10.509 	11.464 	21.365 	28.3 	1.063 	29.568 	109.536 	106.232 
THS,ED3_4,PB1070,Y25-34,T,2011	42.279 	11.888 u	37.148 	29.837 	209.572 	3.919 u	10.391 	11.052 	60.645 	303.836 	6.775 u	91.117 	1.905 	5.45 u	7.339 u	2.525 	18.575 	: u	70.927 	43.254 	128.027 	27.116 	26.081 	20.436 	24.462 	40.937 	61.318 	2.388 	64.224 	224.38 	186.116 
THS,ED3_4,PB1070,Y35-44,F,2011	39.023 	9.591 u	41.291 	27.725 	219.352 	4.711 u	8.333 	10.33 	68.687 	216.942 	7.391 u	95.43 	1.699 	8.695 	14.824 	2.829 	20.867 	: u	75.665 	41.98 	97.665 	19.513 	61.838 	14.471 	28.449 	23.177 	48.166 	1.43 	47.236 	181.812 	74.376 
THS,ED3_4,PB1070,Y35-44,M,2011	28.753 	15.597 	35.44 	23.111 	223.73 	4.395 u	6.138 	12.754 	34.384 	195.324 	10.524 u	82.173 	1.436 u	6.956 	16.668 	1.44 	22.265 	: u	34.103 u	45.111 	110.494 	11.127 	45.764 	15.073 	22.981 	21.911 	41.073 	1.267 	29.873 	154.06 	102.899 
THS,ED3_4,PB1070,Y35-44,T,2011	67.776 	25.188 	76.731 	50.836 	443.082 	9.106 	14.471 	23.085 	103.071 	412.265 	17.915 u	177.604 	3.135 	15.651 	31.492 	4.269 	43.132 	: u	109.768 	87.091 	208.159 	30.64 	107.602 	29.544 	51.43 	45.089 	89.24 	2.698 	77.109 	335.872 	177.276 
THS,ED3_4,PB1070,Y45-54,F,2011	50.008 	26.878 	76.565 	34.47 	391.885 	11.725 	10.215 	22.976 	98.156 	322.788 	22.167 u	152.017 	4.072 	21.948 	33.218 	3.708 	59.866 	: u	97.823 	82.564 	286.201 	15.579 	163.923 	25.435 	46.456 	38.53 	59.542 	1.88 	71.741 	250.745 	76.044 
THS,ED3_4,PB1070,Y45-54,M,2011	34.475 	20.05 	65.271 	26.283 	426.242 	11.361 	8.102 	15.502 	55.833 	289.006 	31.151 u	83.75 	3.322 	13.833 	25.055 	2.97 	65.046 	: u	60.593 	83.171 	302.923 	8.017 	105.249 	27.953 	46.672 	35.283 	46.189 	1.805 	54.88 	229.252 	101.68 
THS,ED3_4,PB1070,Y45-54,T,2011	84.483 	46.928 	141.836 	60.752 	818.127 	23.086 	18.316 	38.477 	153.99 	611.795 	53.318 	235.766 	7.394 	35.781 	58.273 	6.677 	124.913 	: u	158.416 	165.736 	589.124 	23.596 	269.172 	53.388 	93.127 	73.813 	105.731 	3.685 	126.621 	479.996 	177.724 
THS,ED3_4,PB1070,Y55-64,F,2011	45.974 	67.295 	106.707 	35.468 	607.518 	18.513 	9.105 	29.362 	71.879 	207.083 	28.129 u	114.673 	3.589 	30.382 	41.864 	2.979 	109.934 	: u	89.15 	86.636 	500.974 	10.545 	255.157 	31.062 	74.238 	60.055 	50.916 	2.034 	79.698 	267.053 	35.643 
THS,ED3_4,PB1070,Y55-64,M,2011	46.615 	46.926 	123.519 	45.463 	657.252 	13.404 	9.689 	21.044 	55.004 	241.482 	46.451 	106.414 	3.635 	16.54 	31.425 	2.677 	121.83 	: u	79.73 	117.187 	511.292 	10.109 	259.62 	41.396 	70.294 	55.242 	50.843 	2.132 	57.509 	368.397 	54.291 
THS,ED3_4,PB1070,Y55-64,T,2011	92.588 	114.222 	230.226 	80.931 	1264.77 	31.917 	18.795 	50.406 	126.884 	448.564 	74.58 	221.087 	7.224 	46.922 	73.288 	5.656 	231.764 	: u	168.879 	203.823 	1012.266 	20.654 	514.776 	72.459 	144.531 	115.297 	101.76 	4.166 	137.207 	635.45 	89.934 
THS,ED3_4,PB1071,TOTAL,F,2011	1099.455 	1127.859 	2151.069 	555.955 	9635.003 	177.844 	513.935 	1289.365 	3212.586 	6551.987 	664.442 	7111.531 	94.963 	319.291 	460.965 	53.619 	1618.757 	35.49 	1873.653 	1429.605 	6710.141 	668.762 	3540.247 	277.864 	1080.517 	553.827 	1051.382 	19.939 	1123.041 	6926.83 	3388.512 
THS,ED3_4,PB1071,TOTAL,M,2011	1233.453 	1380.612 	2395.286 	668.323 	9337.721 	208.401 	518.998 	1214.74 	3205.806 	7161.503 	773.496 	7181.936 	98.913 	344.218 	508.6 	56.93 	1830.117 	42.631 	1992.439 	1509.694 	7423.049 	652.365 	3983.581 	368.267 	1226.053 	667.255 	1414.921 	32.517 	1062.125 	7415.163 	4842.212 
THS,ED3_4,PB1071,TOTAL,T,2011	2332.908 	2508.471 	4546.355 	1224.277 	18972.724 	386.245 	1032.933 	2504.105 	6418.392 	13713.49 	1437.938 	14293.466 	193.876 	663.508 	969.565 	110.549 	3448.874 	78.121 	3866.092 	2939.299 	14133.189 	1321.127 	7523.828 	646.131 	2306.569 	1221.083 	2466.303 	52.455 	2185.166 	14341.992 	8230.724 
THS,ED3_4,PB1071,Y15-24,F,2011	265.738 	206.918 	283.079 	115.931 	1430.407 	37.9 	116.621 	231.592 	679.376 	1563.554 	127.27 	1166.77 	19.897 	49.669 	88.434 	9.247 	262.844 	15.503 	384.542 	240.241 	1077.605 	186.217 	636.175 	54.71 	165.828 	124.621 	246.51 	4.921 	167.042 	1931.138 	1306.038 
THS,ED3_4,PB1071,Y15-24,M,2011	235.468 	232.974 	317.019 	99.381 	1416.21 	39.605 	120.414 	228.149 	632.205 	1370.52 	156.075 	1109.526 	18.893 	56.319 	90.319 	9.874 	266.27 	15.581 	393.568 	235.016 	1142.829 	182.575 	633.014 	60.595 	189.564 	123.664 	285.555 	5.809 	204.672 	1888.342 	1451.108 
THS,ED3_4,PB1071,Y15-24,T,2011	501.206 	439.892 	600.098 	215.312 	2846.617 	77.505 	237.035 	459.741 	1311.582 	2934.074 	283.346 	2276.296 	38.79 	105.988 	178.754 	19.121 	529.114 	31.084 	778.11 	475.257 	2220.435 	368.792 	1269.189 	115.305 	355.392 	248.285 	532.065 	10.729 	371.714 	3819.48 	2757.146 
